categoryId,type,target,reading,meaning,example,exampleMeaning,question,optionA,optionB,optionC,optionD,answer
n3-feelings-requests,vocab,不満,ふまん,dissatisfaction,会話の中で「不満」という言葉を使いました。,I used the word 不満 in a conversation.,What is the closest meaning of 「不満」?,decision,dissatisfaction,to get tired,to ask a favor,1
n3-feelings-requests,vocab,退屈,たいくつ,boredom,会話の中で「退屈」という言葉を使いました。,I used the word 退屈 in a conversation.,What is the closest meaning of 「退屈」?,boredom,increase,possibility,joke,0
n3-feelings-requests,vocab,驚く,おどろく,to be surprised,会話の中で「驚く」という言葉を使いました。,I used the word 驚く in a conversation.,What is the closest meaning of 「驚く」?,to be surprised,student,effect,cleaning,0
n3-feelings-requests,vocab,恥ずかしい,はずかしい,embarrassing,会話の中で「恥ずかしい」という言葉を使いました。,I used the word 恥ずかしい in a conversation.,What is the closest meaning of 「恥ずかしい」?,hiring,being in charge,embarrassing,wallet,2
n3-feelings-requests,vocab,寂しい,さびしい,lonely,会話の中で「寂しい」という言葉を使いました。,I used the word 寂しい in a conversation.,What is the closest meaning of 「寂しい」?,decision,solution,lonely,clothes,2
n3-feelings-requests,vocab,眠い,ねむい,sleepy,会話の中で「眠い」という言葉を使いました。,I used the word 眠い in a conversation.,What is the closest meaning of 「眠い」?,times as much,to refuse,solution,sleepy,3
n3-feelings-requests,vocab,疲れる,つかれる,to get tired,会話の中で「疲れる」という言葉を使いました。,I used the word 疲れる in a conversation.,What is the closest meaning of 「疲れる」?,luggage or package,to get tired,being in charge,to refuse,1
n3-feelings-requests,vocab,困る,こまる,to be troubled,会話の中で「困る」という言葉を使いました。,I used the word 困る in a conversation.,What is the closest meaning of 「困る」?,cleaning,to be troubled,convenience,sleepy,1
n3-feelings-requests,vocab,助け,たすけ,help,会話の中で「助け」という言葉を使いました。,I used the word 助け in a conversation.,What is the closest meaning of 「助け」?,help,looking forward to,to refuse,less than,0
n3-feelings-requests,vocab,手伝い,てつだい,assistance,会話の中で「手伝い」という言葉を使いました。,I used the word 手伝い in a conversation.,What is the closest meaning of 「手伝い」?,work,assistance,passing an exam,to be troubled,1
n3-feelings-requests,vocab,許可,きょか,permission,会話の中で「許可」という言葉を使いました。,I used the word 許可 in a conversation.,What is the closest meaning of 「許可」?,heat,minority,permission,recently,2
n3-feelings-requests,vocab,断る,ことわる,to refuse,会話の中で「断る」という言葉を使いました。,I used the word 断る in a conversation.,What is the closest meaning of 「断る」?,to refuse,cleaning,closeness,ticket gate,0
n3-feelings-requests,vocab,誘う,さそう,to invite,会話の中で「誘う」という言葉を使いました。,I used the word 誘う in a conversation.,What is the closest meaning of 「誘う」?,score,information,departure,to invite,3
n3-feelings-requests,vocab,頼む,たのむ,to ask a favor,会話の中で「頼む」という言葉を使いました。,I used the word 頼む in a conversation.,What is the closest meaning of 「頼む」?,traffic light,to ask a favor,cleaning,to cry,1
n3-feelings-requests,vocab,返事,へんじ,reply,会話の中で「返事」という言葉を使いました。,I used the word 返事 in a conversation.,What is the closest meaning of 「返事」?,shopping,reply,problem,explanation,1
n3-feelings-requests,vocab,意見,いけん,opinion,会話の中で「意見」という言葉を使いました。,I used the word 意見 in a conversation.,What is the closest meaning of 「意見」?,ticket gate,every time,opinion,confirmation,2
n3-feelings-requests,vocab,賛成,さんせい,agreement,会話の中で「賛成」という言葉を使いました。,I used the word 賛成 in a conversation.,What is the closest meaning of 「賛成」?,overtime work,maximum,agreement,worry,2
n3-feelings-requests,vocab,反対,はんたい,opposition,会話の中で「反対」という言葉を使いました。,I used the word 反対 in a conversation.,What is the closest meaning of 「反対」?,opposition,walk,role,cloudy weather,0
n3-feelings-requests,vocab,無理,むり,impossible,会話の中で「無理」という言葉を使いました。,I used the word 無理 in a conversation.,What is the closest meaning of 「無理」?,number of people,caution,impossible,before,2
n3-feelings-requests,vocab,平気,へいき,okay or calm,会話の中で「平気」という言葉を使いました。,I used the word 平気 in a conversation.,What is the closest meaning of 「平気」?,plan,okay or calm,key,half,1
n3-feelings-requests,vocab,苦手,にがて,not good at,会話の中で「苦手」という言葉を使いました。,I used the word 苦手 in a conversation.,What is the closest meaning of 「苦手」?,reason,cooking,not good at,cloudy weather,2
n3-feelings-requests,vocab,得意,とくい,good at,会話の中で「得意」という言葉を使いました。,I used the word 得意 in a conversation.,What is the closest meaning of 「得意」?,good at,luggage or package,information,salary,0
n3-feelings-requests,vocab,親切,しんせつ,kindness,会話の中で「親切」という言葉を使いました。,I used the word 親切 in a conversation.,What is the closest meaning of 「親切」?,kindness,goal,reason,recently,0
n3-feelings-requests,vocab,失礼,しつれい,rude,会話の中で「失礼」という言葉を使いました。,I used the word 失礼 in a conversation.,What is the closest meaning of 「失礼」?,rude,parking,boredom,possibility,0
n3-feelings-requests,vocab,丁寧,ていねい,polite,会話の中で「丁寧」という言葉を使いました。,I used the word 丁寧 in a conversation.,What is the closest meaning of 「丁寧」?,to be troubled,cloudy weather,clear weather,polite,3
n3-feelings-requests,vocab,正直,しょうじき,honest,会話の中で「正直」という言葉を使いました。,I used the word 正直 in a conversation.,What is the closest meaning of 「正直」?,attitude,caution,schedule,honest,3
n3-feelings-requests,vocab,冗談,じょうだん,joke,会話の中で「冗談」という言葉を使いました。,I used the word 冗談 in a conversation.,What is the closest meaning of 「冗談」?,bicycle,kanji,contact,joke,3
n3-feelings-requests,vocab,期待,きたい,expectation,会話の中で「期待」という言葉を使いました。,I used the word 期待 in a conversation.,What is the closest meaning of 「期待」?,expectation,majority,number of times,wallet,0
n3-feelings-requests,vocab,我慢,がまん,patience,会話の中で「我慢」という言葉を使いました。,I used the word 我慢 in a conversation.,What is the closest meaning of 「我慢」?,reservation,teacher,departure,patience,3
n3-feelings-requests,vocab,気持ち,きもち,feeling,会話の中で「気持ち」という言葉を使いました。,I used the word 気持ち in a conversation.,What is the closest meaning of 「気持ち」?,length,feeling,purpose,hospital,1
n3-feelings-requests,vocab,態度,たいど,attitude,会話の中で「態度」という言葉を使いました。,I used the word 態度 in a conversation.,What is the closest meaning of 「態度」?,deadline,number,embarrassing,attitude,3
n3-feelings-requests,vocab,表情,ひょうじょう,facial expression,会話の中で「表情」という言葉を使いました。,I used the word 表情 in a conversation.,What is the closest meaning of 「表情」?,rule,classroom,facial expression,anxiety,2
n3-feelings-requests,vocab,連絡先,れんらくさき,contact information,会話の中で「連絡先」という言葉を使いました。,I used the word 連絡先 in a conversation.,What is the closest meaning of 「連絡先」?,lonely,contact information,worry,ticket gate,1
n3-feelings-requests,vocab,都合,つごう,convenience,会話の中で「都合」という言葉を使いました。,I used the word 都合 in a conversation.,What is the closest meaning of 「都合」?,fever,convenience,cause,rude,1
n3-feelings-requests,vocab,勇気,ゆうき,courage,会話の中で「勇気」という言葉を使いました。,I used the word 勇気 in a conversation.,What is the closest meaning of 「勇気」?,courage,luggage or package,presentation,written sentence,0
n3-feelings-requests,grammar,てほしい,,want someone to do,もう少し静かにしてほしいです。,I want you to be a little quieter.,Choose the grammar pattern that best fits this sentence meaning: I want you to be a little quieter.,てほしい,以内,ようにする,ば,0
n3-feelings-requests,grammar,てほしい,,want someone to do,先生にもう一度説明してほしいです。,I want the teacher to explain once more.,Choose the grammar pattern that best fits this sentence meaning: I want the teacher to explain once more.,ことがある,ば,ておく,てほしい,3
n3-feelings-requests,grammar,てほしい,,want someone to do,友だちに早く返事をしてほしいです。,I want my friend to reply soon.,Choose the grammar pattern that best fits this sentence meaning: I want my friend to reply soon.,てほしい,しかない,ずつ,ようにする,0
n3-feelings-requests,grammar,てほしい,,want someone to do,家族に心配しないでほしいです。,I want my family not to worry.,Choose the grammar pattern that best fits this sentence meaning: I want my family not to worry.,てほしい,として,てある,なら,0
n3-feelings-requests,grammar,てほしい,,want someone to do,この問題を一緒に考えてほしいです。,I want you to think about this problem with me.,Choose the grammar pattern that best fits this sentence meaning: I want you to think about this problem with me.,ことになる,より,てほしい,だけ,2
n3-feelings-requests,grammar,てもらえませんか,,could you do for me,この漢字の読み方を教えてもらえませんか。,Could you teach me how to read this kanji?,Choose the grammar pattern that best fits this sentence meaning: Could you teach me how to read this kanji?,てもらえませんか,そうだ,ばよかった,として,0
n3-feelings-requests,grammar,てもらえませんか,,could you do for me,少し手伝ってもらえませんか。,Could you help me a little?,Choose the grammar pattern that best fits this sentence meaning: Could you help me a little?,まま,ようだ,てもらえませんか,っぱなし,2
n3-feelings-requests,grammar,てもらえませんか,,could you do for me,写真を撮ってもらえませんか。,Could you take a picture for me?,Choose the grammar pattern that best fits this sentence meaning: Could you take a picture for me?,だけ,べき,てもらえませんか,ようになる,2
n3-feelings-requests,grammar,てもらえませんか,,could you do for me,もう一度言ってもらえませんか。,Could you say it one more time?,Choose the grammar pattern that best fits this sentence meaning: Could you say it one more time?,てもらえませんか,ずつ,ば,そうだ,0
n3-feelings-requests,grammar,てもらえませんか,,could you do for me,駅までの道を教えてもらえませんか。,Could you tell me the way to the station?,Choose the grammar pattern that best fits this sentence meaning: Could you tell me the way to the station?,べき,なら,てもらえませんか,と,2
n3-feelings-requests,grammar,ようだ,,seems or appears,外を見ると雨が降っているようです。,Looking outside it seems to be raining.,Choose the grammar pattern that best fits this sentence meaning: Looking outside it seems to be raining.,なくてもいい,てほしい,ようだ,ながら,2
n3-feelings-requests,grammar,ようだ,,seems or appears,彼は少し疲れているようです。,He seems a little tired.,Choose the grammar pattern that best fits this sentence meaning: He seems a little tired.,以内,ないと,なら,ようだ,3
n3-feelings-requests,grammar,ようだ,,seems or appears,この店は人気があるようです。,This shop seems popular.,Choose the grammar pattern that best fits this sentence meaning: This shop seems popular.,しかない,くらい,より,ようだ,3
n3-feelings-requests,grammar,ようだ,,seems or appears,電車が遅れているようです。,It seems the train is delayed.,Choose the grammar pattern that best fits this sentence meaning: It seems the train is delayed.,ようだ,たところ,ておく,ても,0
n3-feelings-requests,grammar,ようだ,,seems or appears,彼女はその話を知らないようです。,She seems not to know that story.,Choose the grammar pattern that best fits this sentence meaning: She seems not to know that story.,以内,はずだ,ばよかった,ようだ,3
n3-feelings-requests,grammar,そうだ,,looks like or seems,このケーキはおいしそうです。,This cake looks delicious.,Choose the grammar pattern that best fits this sentence meaning: This cake looks delicious.,てしまう,そうだ,に対して,ようになる,1
n3-feelings-requests,grammar,そうだ,,looks like or seems,今日は雨が降りそうです。,It looks like it will rain today.,Choose the grammar pattern that best fits this sentence meaning: It looks like it will rain today.,てしまう,ながら,たところ,そうだ,3
n3-feelings-requests,grammar,そうだ,,looks like or seems,彼は忙しそうです。,He looks busy.,Choose the grammar pattern that best fits this sentence meaning: He looks busy.,てしまう,そうだ,ことがある,ばよかった,1
n3-feelings-requests,grammar,そうだ,,looks like or seems,この問題は難しそうです。,This problem looks difficult.,Choose the grammar pattern that best fits this sentence meaning: This problem looks difficult.,しかない,ようになる,そうだ,なければならない,2
n3-feelings-requests,grammar,そうだ,,looks like or seems,子どもたちは楽しそうに遊んでいます。,The children are playing happily.,Choose the grammar pattern that best fits this sentence meaning: The children are playing happily.,そうだ,ながら,として,てある,0
n3-feelings-requests,grammar,かもしれない,,might or may,道が混んでいるので、少し遅れるかもしれません。,Because the road is crowded I might be a little late.,Choose the grammar pattern that best fits this sentence meaning: Because the road is crowded I might be a little late.,かもしれない,せいで,ずつ,ても,0
n3-feelings-requests,grammar,かもしれない,,might or may,明日は雪が降るかもしれません。,It may snow tomorrow.,Choose the grammar pattern that best fits this sentence meaning: It may snow tomorrow.,かもしれない,ばよかった,てもらえませんか,ずつ,0
n3-feelings-requests,grammar,かもしれない,,might or may,彼はもう帰ったかもしれません。,He may have already gone home.,Choose the grammar pattern that best fits this sentence meaning: He may have already gone home.,たら,かもしれない,について,せいで,1
n3-feelings-requests,grammar,かもしれない,,might or may,この答えは間違っているかもしれません。,This answer might be wrong.,Choose the grammar pattern that best fits this sentence meaning: This answer might be wrong.,なくてもいい,てみる,かもしれない,だけ,2
n3-feelings-requests,grammar,かもしれない,,might or may,週末は予定が変わるかもしれません。,The weekend plan might change.,Choose the grammar pattern that best fits this sentence meaning: The weekend plan might change.,てくれる,てみる,かもしれない,たら,2
n3-feelings-requests,grammar,はずだ,,should be or expected to,彼はもう駅に着いているはずです。,He should have already arrived at the station.,Choose the grammar pattern that best fits this sentence meaning: He should have already arrived at the station.,てほしい,に比べて,かもしれない,はずだ,3
n3-feelings-requests,grammar,はずだ,,should be or expected to,この道を行けば、店があるはずです。,If you go this way there should be a shop.,Choose the grammar pattern that best fits this sentence meaning: If you go this way there should be a shop.,ようだ,はずだ,ば,と,1
n3-feelings-requests,grammar,はずだ,,should be or expected to,今日は休みのはずです。,Today should be a holiday.,Choose the grammar pattern that best fits this sentence meaning: Today should be a holiday.,ように,せいで,より,はずだ,3
n3-feelings-requests,grammar,はずだ,,should be or expected to,田中さんは会議に来るはずです。,Tanaka should come to the meeting.,Choose the grammar pattern that best fits this sentence meaning: Tanaka should come to the meeting.,なくてもいい,ことになる,ないと,はずだ,3
n3-feelings-requests,grammar,はずだ,,should be or expected to,この時間ならまだ開いているはずです。,At this time it should still be open.,Choose the grammar pattern that best fits this sentence meaning: At this time it should still be open.,ほど,ことになる,はずだ,なくてもいい,2
n3-feelings-requests,grammar,なくてもいい,,do not have to,明日は制服を着なくてもいいです。,You do not have to wear a uniform tomorrow.,Choose the grammar pattern that best fits this sentence meaning: You do not have to wear a uniform tomorrow.,はずだ,ことがある,ばよかった,なくてもいい,3
n3-feelings-requests,grammar,なくてもいい,,do not have to,急がなくてもいいですよ。,You do not have to hurry.,Choose the grammar pattern that best fits this sentence meaning: You do not have to hurry.,なくてもいい,せいで,ことになっている,くらい,0
n3-feelings-requests,grammar,なくてもいい,,do not have to,全部食べなくてもいいです。,You do not have to eat everything.,Choose the grammar pattern that best fits this sentence meaning: You do not have to eat everything.,だけ,なくてもいい,ことがある,に比べて,1
n3-feelings-requests,grammar,なくてもいい,,do not have to,名前を書かなくてもいい場合があります。,There are cases when you do not have to write your name.,Choose the grammar pattern that best fits this sentence meaning: There are cases when you do not have to write your name.,なら,なくてもいい,っぱなし,だけ,1
n3-feelings-requests,grammar,なくてもいい,,do not have to,今日は来なくてもいいと言われました。,I was told I do not have to come today.,Choose the grammar pattern that best fits this sentence meaning: I was told I do not have to come today.,ようにする,てしまう,ないと,なくてもいい,3
n3-feelings-requests,grammar,てはいけない,,must not,ここで写真を撮ってはいけません。,You must not take photos here.,Choose the grammar pattern that best fits this sentence meaning: You must not take photos here.,てはいけない,について,べき,以内,0
n3-feelings-requests,grammar,てはいけない,,must not,授業中にスマホを使ってはいけません。,You must not use your phone during class.,Choose the grammar pattern that best fits this sentence meaning: You must not use your phone during class.,なければならない,かもしれない,てはいけない,まま,2
n3-feelings-requests,grammar,てはいけない,,must not,この部屋に入ってはいけません。,You must not enter this room.,Choose the grammar pattern that best fits this sentence meaning: You must not enter this room.,ことになっている,たところ,てはいけない,ないと,2
n3-feelings-requests,grammar,てはいけない,,must not,薬を二回分飲んではいけません。,You must not take two doses of medicine.,Choose the grammar pattern that best fits this sentence meaning: You must not take two doses of medicine.,以内,てみる,ても,てはいけない,3
n3-feelings-requests,grammar,てはいけない,,must not,図書館で大きな声で話してはいけません。,You must not speak loudly in the library.,Choose the grammar pattern that best fits this sentence meaning: You must not speak loudly in the library.,しかない,てはいけない,に比べて,ことがある,1
n3-feelings-requests,grammar,てくれる,,someone does for me,友だちが宿題を手伝ってくれました。,My friend helped me with my homework.,Choose the grammar pattern that best fits this sentence meaning: My friend helped me with my homework.,てくれる,はずだ,てしまう,ながら,0
n3-feelings-requests,grammar,てくれる,,someone does for me,母が駅まで迎えに来てくれました。,My mother came to pick me up at the station.,Choose the grammar pattern that best fits this sentence meaning: My mother came to pick me up at the station.,てくれる,くらい,しかない,たら,0
n3-feelings-requests,grammar,てくれる,,someone does for me,先生が作文を直してくれました。,The teacher corrected my essay for me.,Choose the grammar pattern that best fits this sentence meaning: The teacher corrected my essay for me.,ために,なくてもいい,てくれる,くらい,2
n3-feelings-requests,grammar,てくれる,,someone does for me,同僚が資料をコピーしてくれました。,My coworker copied the materials for me.,Choose the grammar pattern that best fits this sentence meaning: My coworker copied the materials for me.,なら,てくれる,せいで,たら,1
n3-feelings-requests,grammar,てくれる,,someone does for me,兄がパソコンの使い方を教えてくれました。,My older brother taught me how to use the computer.,Choose the grammar pattern that best fits this sentence meaning: My older brother taught me how to use the computer.,ことになる,たところ,てくれる,べき,2
n3-feelings-requests,grammar,ばよかった,,should have,もっと早く連絡すればよかったです。,I should have contacted you earlier.,Choose the grammar pattern that best fits this sentence meaning: I should have contacted you earlier.,ばよかった,より,せいで,てほしい,0
n3-feelings-requests,grammar,ばよかった,,should have,傘を持ってくればよかったです。,I should have brought an umbrella.,Choose the grammar pattern that best fits this sentence meaning: I should have brought an umbrella.,てみる,てもらえませんか,ばよかった,かもしれない,2
n3-feelings-requests,grammar,ばよかった,,should have,昨日勉強しておけばよかったです。,I should have studied yesterday.,Choose the grammar pattern that best fits this sentence meaning: I should have studied yesterday.,そうだ,ても,ばよかった,について,2
n3-feelings-requests,grammar,ばよかった,,should have,あの時、謝ればよかったです。,I should have apologized then.,Choose the grammar pattern that best fits this sentence meaning: I should have apologized then.,ことになっている,ばよかった,以内,ことがある,1
n3-feelings-requests,grammar,ばよかった,,should have,駅で切符を買えばよかったです。,I should have bought a ticket at the station.,Choose the grammar pattern that best fits this sentence meaning: I should have bought a ticket at the station.,たところ,ばよかった,ことがある,ても,1
n3-work-school,vocab,会議,かいぎ,meeting,学校や会社で、会議について説明を受けました。,At school or work I received an explanation about meeting.,What is the closest meaning of 「会議」?,meeting,distance,length,deadline,0
n3-work-school,vocab,課題,かだい,assignment,学校や会社で、課題について説明を受けました。,At school or work I received an explanation about assignment.,What is the closest meaning of 「課題」?,number of people,assignment,shoes,address,1
n3-work-school,vocab,提出,ていしゅつ,submission,学校や会社で、提出について説明を受けました。,At school or work I received an explanation about submission.,What is the closest meaning of 「提出」?,approximately,to cry,submission,looking forward to,2
n3-work-school,vocab,連絡,れんらく,contact,学校や会社で、連絡について説明を受けました。,At school or work I received an explanation about contact.,What is the closest meaning of 「連絡」?,degree,subordinate,embarrassing,contact,3
n3-work-school,vocab,遅刻,ちこく,being late,学校や会社で、遅刻について説明を受けました。,At school or work I received an explanation about being late.,What is the closest meaning of 「遅刻」?,difference,being late,completion,change,1
n3-work-school,vocab,欠席,けっせき,absence,学校や会社で、欠席について説明を受けました。,At school or work I received an explanation about absence.,What is the closest meaning of 「欠席」?,class,answer,necessity,absence,3
n3-work-school,vocab,出席,しゅっせき,attendance,学校や会社で、出席について説明を受けました。,At school or work I received an explanation about attendance.,What is the closest meaning of 「出席」?,total,increase,written sentence,attendance,3
n3-work-school,vocab,授業,じゅぎょう,class,学校や会社で、授業について説明を受けました。,At school or work I received an explanation about class.,What is the closest meaning of 「授業」?,experience,preparation before class,class,being in charge,2
n3-work-school,vocab,講義,こうぎ,lecture,学校や会社で、講義について説明を受けました。,At school or work I received an explanation about lecture.,What is the closest meaning of 「講義」?,lecture,solution,report,a little,0
n3-work-school,vocab,先生,せんせい,teacher,学校や会社で、先生について説明を受けました。,At school or work I received an explanation about teacher.,What is the closest meaning of 「先生」?,end,teacher,polite,materials,1
n3-work-school,vocab,生徒,せいと,student,学校や会社で、生徒について説明を受けました。,At school or work I received an explanation about student.,What is the closest meaning of 「生徒」?,within,student,traffic light,role,1
n3-work-school,vocab,同僚,どうりょう,coworker,学校や会社で、同僚について説明を受けました。,At school or work I received an explanation about coworker.,What is the closest meaning of 「同僚」?,quantity,consecutive holidays,office,coworker,3
n3-work-school,vocab,上司,じょうし,supervisor,学校や会社で、上司について説明を受けました。,At school or work I received an explanation about supervisor.,What is the closest meaning of 「上司」?,supervisor,parking,exam,evaluation,0
n3-work-school,vocab,部下,ぶか,subordinate,学校や会社で、部下について説明を受けました。,At school or work I received an explanation about subordinate.,What is the closest meaning of 「部下」?,less than,area or spaciousness,subordinate,facial expression,2
n3-work-school,vocab,会社,かいしゃ,company,学校や会社で、会社について説明を受けました。,At school or work I received an explanation about company.,What is the closest meaning of 「会社」?,company,assistance,meeting,condition,0
n3-work-school,vocab,職場,しょくば,workplace,学校や会社で、職場について説明を受けました。,At school or work I received an explanation about workplace.,What is the closest meaning of 「職場」?,workplace,being in charge,before,experience,0
n3-work-school,vocab,仕事,しごと,work,学校や会社で、仕事について説明を受けました。,At school or work I received an explanation about work.,What is the closest meaning of 「仕事」?,reception desk,gratitude,work,report,2
n3-work-school,vocab,勤務,きんむ,work duty,学校や会社で、勤務について説明を受けました。,At school or work I received an explanation about work duty.,What is the closest meaning of 「勤務」?,every time,to be troubled,work duty,times as much,2
n3-work-school,vocab,残業,ざんぎょう,overtime work,学校や会社で、残業について説明を受けました。,At school or work I received an explanation about overtime work.,What is the closest meaning of 「残業」?,rule,overtime work,speed,score,1
n3-work-school,vocab,給料,きゅうりょう,salary,学校や会社で、給料について説明を受けました。,At school or work I received an explanation about salary.,What is the closest meaning of 「給料」?,report,salary,deadline,not more than,1
n3-work-school,vocab,面接,めんせつ,interview,学校や会社で、面接について説明を受けました。,At school or work I received an explanation about interview.,What is the closest meaning of 「面接」?,to apologize,interview,salary,evaluation,1
n3-work-school,vocab,履歴書,りれきしょ,resume,学校や会社で、履歴書について説明を受けました。,At school or work I received an explanation about resume.,What is the closest meaning of 「履歴書」?,cause,improvement,amount,resume,3
n3-work-school,vocab,資料,しりょう,materials,学校や会社で、資料について説明を受けました。,At school or work I received an explanation about materials.,What is the closest meaning of 「資料」?,boredom,materials,courage,to be troubled,1
n3-work-school,vocab,書類,しょるい,documents,学校や会社で、書類について説明を受けました。,At school or work I received an explanation about documents.,What is the closest meaning of 「書類」?,case or situation,class,documents,being late,2
n3-work-school,vocab,報告,ほうこく,report,学校や会社で、報告について説明を受けました。,At school or work I received an explanation about report.,What is the closest meaning of 「報告」?,recently,deadline,report,walk,2
n3-work-school,vocab,発表,はっぴょう,presentation,学校や会社で、発表について説明を受けました。,At school or work I received an explanation about presentation.,What is the closest meaning of 「発表」?,not good at,sleepy,company,presentation,3
n3-work-school,vocab,説明,せつめい,explanation,学校や会社で、説明について説明を受けました。,At school or work I received an explanation about explanation.,What is the closest meaning of 「説明」?,increase,explanation,cleaning,coworker,1
n3-work-school,vocab,質問,しつもん,question,学校や会社で、質問について説明を受けました。,At school or work I received an explanation about question.,What is the closest meaning of 「質問」?,experience,question,method,times as much,1
n3-work-school,vocab,答え,こたえ,answer,学校や会社で、答えについて説明を受けました。,At school or work I received an explanation about answer.,What is the closest meaning of 「答え」?,answer,meeting,increase,purpose,0
n3-work-school,vocab,宿題,しゅくだい,homework,学校や会社で、宿題について説明を受けました。,At school or work I received an explanation about homework.,What is the closest meaning of 「宿題」?,clothes,being late,kindness,homework,3
n3-work-school,vocab,試験,しけん,exam,学校や会社で、試験について説明を受けました。,At school or work I received an explanation about exam.,What is the closest meaning of 「試験」?,convenience,assistance,part,exam,3
n3-work-school,vocab,成績,せいせき,grades,学校や会社で、成績について説明を受けました。,At school or work I received an explanation about grades.,What is the closest meaning of 「成績」?,walk,grades,hope,cough,1
n3-work-school,vocab,教室,きょうしつ,classroom,学校や会社で、教室について説明を受けました。,At school or work I received an explanation about classroom.,What is the closest meaning of 「教室」?,table of contents,to get angry,classroom,goal,2
n3-work-school,vocab,事務所,じむしょ,office,学校や会社で、事務所について説明を受けました。,At school or work I received an explanation about office.,What is the closest meaning of 「事務所」?,office,method,looking forward to,overtime work,0
n3-work-school,vocab,休憩,きゅうけい,break,学校や会社で、休憩について説明を受けました。,At school or work I received an explanation about break.,What is the closest meaning of 「休憩」?,break,to laugh,worry,shoes,0
n3-work-school,vocab,研修,けんしゅう,training,学校や会社で、研修について説明を受けました。,At school or work I received an explanation about training.,What is the closest meaning of 「研修」?,clothes,improvement,training,hiring,2
n3-work-school,vocab,採用,さいよう,hiring,学校や会社で、採用について説明を受けました。,At school or work I received an explanation about hiring.,What is the closest meaning of 「採用」?,area or spaciousness,hiring,possibility,times as much,1
n3-work-school,vocab,担当,たんとう,being in charge,学校や会社で、担当について説明を受けました。,At school or work I received an explanation about being in charge.,What is the closest meaning of 「担当」?,sleepy,being in charge,condition,role,1
n3-work-school,vocab,役割,やくわり,role,学校や会社で、役割について説明を受けました。,At school or work I received an explanation about role.,What is the closest meaning of 「役割」?,role,before,to cry,promise,0
n3-work-school,vocab,責任,せきにん,responsibility,学校や会社で、責任について説明を受けました。,At school or work I received an explanation about responsibility.,What is the closest meaning of 「責任」?,gratitude,same,responsibility,order,2
n3-work-school,vocab,規則,きそく,rule,学校や会社で、規則について説明を受けました。,At school or work I received an explanation about rule.,What is the closest meaning of 「規則」?,rule,explanation,business trip,contact,0
n3-work-school,vocab,連休,れんきゅう,consecutive holidays,学校や会社で、連休について説明を受けました。,At school or work I received an explanation about consecutive holidays.,What is the closest meaning of 「連休」?,weight,consecutive holidays,all,cancellation,1
n3-work-school,vocab,出張,しゅっちょう,business trip,学校や会社で、出張について説明を受けました。,At school or work I received an explanation about business trip.,What is the closest meaning of 「出張」?,choice,necessity,business trip,effect,2
n3-work-school,vocab,目次,もくじ,table of contents,学校や会社で、目次について説明を受けました。,At school or work I received an explanation about table of contents.,What is the closest meaning of 「目次」?,table of contents,to get angry,report,recently,0
n3-work-school,vocab,内容,ないよう,content,学校や会社で、内容について説明を受けました。,At school or work I received an explanation about content.,What is the closest meaning of 「内容」?,student,content,a little,anxiety,1
n3-work-school,vocab,文章,ぶんしょう,written sentence,学校や会社で、文章について説明を受けました。,At school or work I received an explanation about written sentence.,What is the closest meaning of 「文章」?,polite,written sentence,relationship,necessity,1
n3-work-school,vocab,漢字,かんじ,kanji,学校や会社で、漢字について説明を受けました。,At school or work I received an explanation about kanji.,What is the closest meaning of 「漢字」?,purpose,change or revision,confirmation,kanji,3
n3-work-school,vocab,単語,たんご,vocabulary word,学校や会社で、単語について説明を受けました。,At school or work I received an explanation about vocabulary word.,What is the closest meaning of 「単語」?,vocabulary word,submission,supervisor,not good at,0
n3-work-school,vocab,練習,れんしゅう,practice,学校や会社で、練習について説明を受けました。,At school or work I received an explanation about practice.,What is the closest meaning of 「練習」?,convenience,deadline,practice,not good at,2
n3-work-school,vocab,評価,ひょうか,evaluation,学校や会社で、評価について説明を受けました。,At school or work I received an explanation about evaluation.,What is the closest meaning of 「評価」?,umbrella,subordinate,evaluation,lecture,2
n3-work-school,grammar,なければならない,,must,明日までにこの書類を出さなければなりません。,I must submit this document by tomorrow.,Choose the grammar pattern that best fits this sentence meaning: I must submit this document by tomorrow.,てくれる,っぱなし,しかない,なければならない,3
n3-work-school,grammar,なければならない,,must,試験の前に復習しなければなりません。,I must review before the exam.,Choose the grammar pattern that best fits this sentence meaning: I must review before the exam.,おかげで,っぱなし,より,なければならない,3
n3-work-school,grammar,なければならない,,must,会議には必ず出席しなければなりません。,I must attend the meeting.,Choose the grammar pattern that best fits this sentence meaning: I must attend the meeting.,てはいけない,なければならない,だけ,ばよかった,1
n3-work-school,grammar,なければならない,,must,レポートは日本語で書かなければなりません。,I must write the report in Japanese.,Choose the grammar pattern that best fits this sentence meaning: I must write the report in Japanese.,なければならない,てくれる,ために,てある,0
n3-work-school,grammar,なければならない,,must,会社の規則を守らなければなりません。,I must follow the company rules.,Choose the grammar pattern that best fits this sentence meaning: I must follow the company rules.,ことになっている,に比べて,なければならない,について,2
n3-work-school,grammar,ことになっている,,be scheduled or decided,この会社では九時に朝礼をすることになっています。,At this company it is decided that morning meetings are held at nine.,Choose the grammar pattern that best fits this sentence meaning: At this company it is decided that morning meetings are held at nine.,べき,ほど,ておく,ことになっている,3
